connector_id,location,function,candidate_housing,mating_part,contact_order_code,contact_count,keying_retention_strain_relief,source,source_date,selection_state
J-ACT-L_HIP_YAW,L_HIP_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-R_HIP_YAW,R_HIP_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_YAW,R_HIP_YAW,DATA-ONLY OUTGOING LINK TO R_HIP_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_HIP_ROLL,R_HIP_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_ROLL,R_HIP_ROLL,DATA-ONLY OUTGOING LINK TO R_HIP_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_HIP_PITCH,R_HIP_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_PITCH,R_HIP_PITCH,DATA-ONLY OUTGOING LINK TO R_KNEE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_KNEE_PITCH,R_KNEE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_KNEE_PITCH,R_KNEE_PITCH,DATA-ONLY OUTGOING LINK TO R_ANKLE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_ANKLE_PITCH,R_ANKLE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_ANKLE_PITCH,R_ANKLE_PITCH,DATA-ONLY OUTGOING LINK TO R_ANKLE_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_ANKLE_ROLL,R_ANKLE_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-L_SHOULDER_PITCH,L_SHOULDER_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_SHOULDER_PITCH,L_SHOULDER_PITCH,DATA-ONLY OUTGOING LINK TO L_SHOULDER_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_SHOULDER_ROLL,L_SHOULDER_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_SHOULDER_ROLL,L_SHOULDER_ROLL,DATA-ONLY OUTGOING LINK TO L_ELBOW_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_ELBOW_PITCH,L_ELBOW_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-R_SHOULDER_PITCH,R_SHOULDER_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_SHOULDER_PITCH,R_SHOULDER_PITCH,DATA-ONLY OUTGOING LINK TO R_SHOULDER_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_SHOULDER_ROLL,R_SHOULDER_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_SHOULDER_ROLL,R_SHOULDER_ROLL,DATA-ONLY OUTGOING LINK TO R_ELBOW_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_ELBOW_PITCH,R_ELBOW_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-WAIST_YAW,WAIST_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-L_WRIST_ROTATION,L_WRIST_ROTATION,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_WRIST_ROTATION,L_WRIST_ROTATION,DATA-ONLY OUTGOING LINK TO L_GRIPPER,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_GRIPPER,L_GRIPPER,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-R_WRIST_ROTATION,R_WRIST_ROTATION,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_WRIST_ROTATION,R_WRIST_ROTATION,DATA-ONLY OUTGOING LINK TO R_GRIPPER,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-R_GRIPPER,R_GRIPPER,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-ACT-HEAD_PAN,HEAD_PAN,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-HEAD_PAN,HEAD_PAN,DATA-ONLY OUTGOING LINK TO HEAD_TILT,JST EHR-03,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-HEAD_TILT,HEAD_TILT,COMBINED ACTUATOR POWER AND DATA,JST EHR-03,SELECTION REQUIRED,JST SEH-001T-P0.6,3,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
