wire_number,sheet,reference,terminal,pin_name,net
W6011,06_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,4,DATA-,RS-RLEG_DN
W6012,06_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,2,VDD,RS-RLEG_VDD
W6013,06_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,1,GND,RS-RLEG_RET
W6014,06_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,3,DATA+,RS-RLEG_DP
W6015,06_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,4,DATA-,RS-RLEG_DN
W6016,06_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,2,VDD,RS-RLEG_VDD
W6017,06_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,1,GND,RS-RLEG_RET
W6018,06_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,3,DATA+,RS-RLEG_DP
W6019,06_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,4,DATA-,RS-RLEG_DN
W6020,06_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,2,VDD,RS-RLEG_VDD
W6021,06_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,1,GND,RS-RLEG_RET
W6022,06_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,3,DATA+,RS-RLEG_DP
W6023,06_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,4,DATA-,RS-RLEG_DN
W6024,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,2,VDD,RS-RLEG_VDD
W6025,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,1,GND,RS-RLEG_RET
W6026,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,3,DATA+,RS-RLEG_DP
W6027,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,4,DATA-,RS-RLEG_DN
W6028,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,2,VDD,RS-RLEG_VDD
W6029,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,1,GND,RS-RLEG_RET
W6030,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,3,DATA+,RS-RLEG_DP
W6031,06_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,4,DATA-,RS-RLEG_DN
W7001,07_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-RET,DATA REFERENCE,RS-LARM_RET
W7002,07_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-DP,DATA+,RS-LARM_DP
W7003,07_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-DN,DATA-,RS-LARM_DN
W7004,07_left_arm_rs485.kicad_sch,PBR_RS_LARM,LOG-IN,INTERRUPTED SOURCE,ACT_14V8_SAFE
W7005,07_left_arm_rs485.kicad_sch,PBR_RS_LARM,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7006,07_left_arm_rs485.kicad_sch,PBR_RS_LARM,LOG-OUT,PROTECTED VDD,RS-LARM_VDD
W7007,07_left_arm_rs485.kicad_sch,PBR_RS_LARM,LOG-RET-OUT,BRANCH RETURN,RS-LARM_RET
W7008,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,2,VDD,RS-LARM_VDD
W7009,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,1,GND,RS-LARM_RET
W7010,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,3,DATA+,RS-LARM_DP
W7011,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,4,DATA-,RS-LARM_DN
W7012,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,2,VDD,RS-LARM_VDD
W7013,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,1,GND,RS-LARM_RET
W7014,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,3,DATA+,RS-LARM_DP
W7015,07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,4,DATA-,RS-LARM_DN
W7016,07_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,2,VDD,RS-LARM_VDD
W7017,07_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,1,GND,RS-LARM_RET
W7018,07_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,3,DATA+,RS-LARM_DP
W7019,07_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,4,DATA-,RS-LARM_DN
W8001,08_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-RET,DATA REFERENCE,RS-RARM_RET
W8002,08_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-DP,DATA+,RS-RARM_DP
W8003,08_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-DN,DATA-,RS-RARM_DN
W8004,08_right_arm_rs485.kicad_sch,PBR_RS_RARM,LOG-IN,INTERRUPTED SOURCE,ACT_14V8_SAFE
W8005,08_right_arm_rs485.kicad_sch,PBR_RS_RARM,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8006,08_right_arm_rs485.kicad_sch,PBR_RS_RARM,LOG-OUT,PROTECTED VDD,RS-RARM_VDD
W8007,08_right_arm_rs485.kicad_sch,PBR_RS_RARM,LOG-RET-OUT,BRANCH RETURN,RS-RARM_RET
W8008,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,2,VDD,RS-RARM_VDD
W8009,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,1,GND,RS-RARM_RET
W8010,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,3,DATA+,RS-RARM_DP
W8011,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,4,DATA-,RS-RARM_DN
W8012,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,2,VDD,RS-RARM_VDD
W8013,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,1,GND,RS-RARM_RET
W8014,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,3,DATA+,RS-RARM_DP
W8015,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,4,DATA-,RS-RARM_DN
W8016,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,2,VDD,RS-RARM_VDD
W8017,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,1,GND,RS-RARM_RET
W8018,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,3,DATA+,RS-RARM_DP
W8019,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,4,DATA-,RS-RARM_DN
